,id_ev,tipo_ev,nombre_ev,prod_as_ev,fecha_ev,loc_ev,estado,id_cli,fecha_nac,sexo,prov,importe_activos_0,importe_activos_1
11,881,16,Estrategias para acumular fondos,Seguro de Ahorro Educativo,06/07/2018,Barcelona,Invitacion aceptada,518752,05/05/1947,H,Bilbao,655571.2,1270026.03
12,881,16,Estrategias para acumular fondos,Seguro de Ahorro Educativo,06/07/2018,Barcelona,Asistido,500397,21/04/2005,H,sevilla,935904.13,1023621.5
13,881,16,Estrategias para acumular fondos,Seguro de Ahorro Educativo,06/07/2018,Barcelona,Invitacion aceptada,328310,14/09/1950,H,bilbao,192519.86,235013.03
14,881,16,Estrategias para acumular fondos,Seguro de Ahorro Educativo,06/07/2018,Barcelona,Asistido,513566,07/06/1947,H,sevilla,396296.4,498852.72
15,881,16,Estrategias para acumular fondos,Seguro de Ahorro Educativo,06/07/2018,Barcelona,Invitacion enviada,302964,16/10/1945,H,ZGZ,544787.58,649571.84
16,881,16,Estrategias para acumular fondos,Seguro de Ahorro Educativo,06/07/2018,Barcelona,Invitacion aceptada,447318,11/07/1980,H,Sevilla,984945.19,1190208.04
17,881,16,Estrategias para acumular fondos,Seguro de Ahorro Educativo,06/07/2018,Barcelona,Asistido,433159,05/11/1992,H,Barcelona,586288.49,704163.92
18,881,16,Estrategias para acumular fondos,Seguro de Ahorro Educativo,06/07/2018,Barcelona,Invitacion aceptada,483751,23/11/2005,M,Málaga,260476.99,376240.42
19,881,16,Estrategias para acumular fondos,Seguro de Ahorro Educativo,06/07/2018,Barcelona,Invitacion enviada,420194,18/01/1956,H,MAD,766162.58,1321718.83
20,881,16,Estrategias para acumular fondos,Seguro de Ahorro Educativo,06/07/2018,Barcelona,Asistido,399288,24/04/1977,M,MAD,854308.13,1278369.11
21,881,16,Estrategias para acumular fondos,Seguro de Ahorro Educativo,06/07/2018,Barcelona,Asistido,575491,14/11/1959,H,Barcelona,608304.42,732761.46
22,881,16,Estrategias para acumular fondos,Seguro de Ahorro Educativo,06/07/2018,Barcelona,Asistido,441601,19/04/1951,H,madrid,334508.24,531307.14
23,881,16,Estrategias para acumular fondos,Seguro de Ahorro Educativo,06/07/2018,Barcelona,Invitacion enviada,379797,30/03/1940,M,sevilla,943485.59,1654673.86
24,881,16,Estrategias para acumular fondos,Seguro de Ahorro Educativo,06/07/2018,Barcelona,Asistido,444535,01/12/1967,M,Bilbao,884833.35,1146828.3
25,881,16,Estrategias para acumular fondos,Seguro de Ahorro Educativo,06/07/2018,Barcelona,Invitacion aceptada,323686,25/08/1951,M,zaragoza,510107.71,999851.39
26,881,16,Estrategias para acumular fondos,Seguro de Ahorro Educativo,06/07/2018,Barcelona,Asistido,544960,06/08/1981,H,Barcelona,365993.27,322353.73
27,881,16,Estrategias para acumular fondos,Seguro de Ahorro Educativo,06/07/2018,Barcelona,Asistido,459492,30/11/1958,H,zaragoza,651949.29,1000722.34
28,881,16,Estrategias para acumular fondos,Seguro de Ahorro Educativo,06/07/2018,Barcelona,Invitacion aceptada,515616,12/11/1958,H,Valencia,749899.12,688268.49
29,881,16,Estrategias para acumular fondos,Seguro de Ahorro Educativo,06/07/2018,Barcelona,Invitacion aceptada,442757,09/06/1988,M,VLC,494328.53,830044.37
30,881,16,Estrategias para acumular fondos,Seguro de Ahorro Educativo,06/07/2018,Barcelona,Invitacion enviada,500305,25/12/1998,H,Málaga,321425.55,443334.65
31,881,16,Estrategias para acumular fondos,Seguro de Ahorro Educativo,06/07/2018,Barcelona,Invitacion enviada,474495,25/12/1990,H,Málaga,514179.79,525419.11
32,881,16,Estrategias para acumular fondos,Seguro de Ahorro Educativo,06/07/2018,Barcelona,Asistido,571593,26/02/1957,M,madrid,522171.12,1036768.72
33,881,16,Estrategias para acumular fondos,Seguro de Ahorro Educativo,06/07/2018,Barcelona,Asistido,317325,27/07/1999,H,Madrid,335533.13,479858.12
34,881,16,Estrategias para acumular fondos,Seguro de Ahorro Educativo,06/07/2018,Barcelona,Asistido,568086,28/10/1992,M,sevilla,179558.35,278797.64
35,881,16,Estrategias para acumular fondos,Seguro de Ahorro Educativo,06/07/2018,Barcelona,Invitacion aceptada,379224,30/09/1997,H,bilbao,403144.82,367885.64
36,881,16,Estrategias para acumular fondos,Seguro de Ahorro Educativo,06/07/2018,Barcelona,Invitacion enviada,340092,22/09/1951,H,bilbao,992558.07,1426961.51
37,881,16,Estrategias para acumular fondos,Seguro de Ahorro Educativo,06/07/2018,Barcelona,Asistido,354530,19/08/1990,M,Bilbao,600327.83,1034739.96
38,881,16,Estrategias para acumular fondos,Seguro de Ahorro Educativo,06/07/2018,Barcelona,Invitacion enviada,398014,20/08/1992,H,ZGZ,228897.11,322276.51
39,881,16,Estrategias para acumular fondos,Seguro de Ahorro Educativo,06/07/2018,Barcelona,Asistido,519337,20/06/1942,M,Barcelona,214119.44,350235.34
40,881,16,Estrategias para acumular fondos,Seguro de Ahorro Educativo,06/07/2018,Barcelona,Invitacion aceptada,378958,21/05/1946,M,Madrid,655951.7,641108.03
41,881,16,Estrategias para acumular fondos,Seguro de Ahorro Educativo,06/07/2018,Barcelona,Invitacion aceptada,354704,25/04/1999,H,Valencia,281509.37,512658.6
42,881,16,Estrategias para acumular fondos,Seguro de Ahorro Educativo,06/07/2018,Barcelona,Invitacion aceptada,418052,24/08/1955,M,sevilla,226051.04,286067.36
43,881,16,Estrategias para acumular fondos,Seguro de Ahorro Educativo,06/07/2018,Barcelona,Invitacion aceptada,473226,02/01/1991,H,Málaga,114287.13,129266.41
44,881,16,Estrategias para acumular fondos,Seguro de Ahorro Educativo,06/07/2018,Barcelona,Asistido,589562,23/09/1944,M,MLG,169636.53,293434.83
45,881,16,Estrategias para acumular fondos,Seguro de Ahorro Educativo,06/07/2018,Barcelona,Invitacion aceptada,503181,21/02/1963,M,SEV,973514.38,1580599.76
46,881,16,Estrategias para acumular fondos,Seguro de Ahorro Educativo,06/07/2018,Barcelona,Invitacion aceptada,590881,22/04/1964,M,Zaragoza,188771.4,161484.92
47,881,16,Estrategias para acumular fondos,Seguro de Ahorro Educativo,06/07/2018,Barcelona,Invitacion enviada,439478,17/05/1930,M,Sevilla,271847.73,462336.6
48,881,16,Estrategias para acumular fondos,Seguro de Ahorro Educativo,06/07/2018,Barcelona,Invitacion enviada,576923,22/04/1983,M,barcelona,130921.63,222427.78
49,881,16,Estrategias para acumular fondos,Seguro de Ahorro Educativo,06/07/2018,Barcelona,Asistido,536637,25/11/1982,H,MLG,645870.72,997421.57
50,881,16,Estrategias para acumular fondos,Seguro de Ahorro Educativo,06/07/2018,Barcelona,Asistido,421122,21/09/1966,M,MAD,477243.57,569261.23
51,881,16,Estrategias para acumular fondos,Seguro de Ahorro Educativo,06/07/2018,Barcelona,Invitacion aceptada,553677,28/07/1940,H,valencia,59663.81,108899.49
52,881,16,Estrategias para acumular fondos,Seguro de Ahorro Educativo,06/07/2018,Barcelona,Invitacion aceptada,507454,10/03/1938,M,BIL,469635.36,747192.31
53,881,16,Estrategias para acumular fondos,Seguro de Ahorro Educativo,06/07/2018,Barcelona,Asistido,413269,30/05/1938,M,sevilla,720943.87,998509.98
54,881,16,Estrategias para acumular fondos,Seguro de Ahorro Educativo,06/07/2018,Barcelona,Asistido,333446,06/09/1958,H,malaga,424928.5,790943.81
55,881,16,Estrategias para acumular fondos,Seguro de Ahorro Educativo,06/07/2018,Barcelona,Asistido,380709,17/12/1999,H,Barcelona,446918.84,478807.34
56,881,16,Estrategias para acumular fondos,Seguro de Ahorro Educativo,06/07/2018,Barcelona,Asistido,577524,21/06/1970,H,BIL,126474.95,158211.83
57,881,16,Estrategias para acumular fondos,Seguro de Ahorro Educativo,06/07/2018,Barcelona,Invitacion aceptada,556356,10/02/1999,M,bilbao,489061.04,846324.75
58,881,16,Estrategias para acumular fondos,Seguro de Ahorro Educativo,06/07/2018,Barcelona,Asistido,313434,07/03/1992,M,BIL,550929.99,609982.11
59,881,16,Estrategias para acumular fondos,Seguro de Ahorro Educativo,06/07/2018,Barcelona,Invitacion enviada,418320,27/01/1967,M,Barcelona,553197.82,815251.85
60,881,16,Estrategias para acumular fondos,Seguro de Ahorro Educativo,06/07/2018,Barcelona,Asistido,381614,22/02/1940,H,MLG,527780.5,1011117.45
61,881,16,Estrategias para acumular fondos,Seguro de Ahorro Educativo,06/07/2018,Barcelona,Invitacion aceptada,459355,25/11/1955,M,bilbao,281443.14,271212.92
62,881,16,Estrategias para acumular fondos,Seguro de Ahorro Educativo,06/07/2018,Barcelona,Asistido,318915,24/05/1980,H,Barcelona,72952.1,125716.25
63,881,16,Estrategias para acumular fondos,Seguro de Ahorro Educativo,06/07/2018,Barcelona,Invitacion enviada,445784,27/08/1991,M,ZGZ,533858.36,971239.76
64,881,16,Estrategias para acumular fondos,Seguro de Ahorro Educativo,06/07/2018,Barcelona,Invitacion enviada,323390,12/03/1957,H,barcelona,569329.69,1035003.47
65,881,16,Estrategias para acumular fondos,Seguro de Ahorro Educativo,06/07/2018,Barcelona,Invitacion aceptada,527219,19/12/1932,M,malaga,712655.32,886305.07
66,881,16,Estrategias para acumular fondos,Seguro de Ahorro Educativo,06/07/2018,Barcelona,Invitacion aceptada,485266,13/09/1949,H,zaragoza,999361.42,983421.71
67,881,16,Estrategias para acumular fondos,Seguro de Ahorro Educativo,06/07/2018,Barcelona,Invitacion aceptada,319172,25/02/1946,H,Sevilla,982605.23,1400252.84
68,881,16,Estrategias para acumular fondos,Seguro de Ahorro Educativo,06/07/2018,Barcelona,Invitacion aceptada,450361,06/07/2003,M,zaragoza,969925.47,900074.04
69,881,16,Estrategias para acumular fondos,Seguro de Ahorro Educativo,06/07/2018,Barcelona,Invitacion enviada,331159,27/11/1987,M,MLG,124873.02,243375.77
70,881,16,Estrategias para acumular fondos,Seguro de Ahorro Educativo,06/07/2018,Barcelona,Invitacion enviada,501380,15/04/1993,H,Valencia,931358.04,1366513.27
71,881,16,Estrategias para acumular fondos,Seguro de Ahorro Educativo,06/07/2018,Barcelona,Invitacion aceptada,382582,12/08/1944,M,Barcelona,918525.92,921465.91
72,881,16,Estrategias para acumular fondos,Seguro de Ahorro Educativo,06/07/2018,Barcelona,Asistido,461443,12/12/1960,M,Zaragoza,84465.79,144048.74
73,881,16,Estrategias para acumular fondos,Seguro de Ahorro Educativo,06/07/2018,Barcelona,Asistido,396239,11/06/1948,M,Valencia,606048.79,934730.71
74,881,16,Estrategias para acumular fondos,Seguro de Ahorro Educativo,06/07/2018,Barcelona,Asistido,537832,16/09/1936,M,MAD,719486.24,726799.47
75,881,16,Estrategias para acumular fondos,Seguro de Ahorro Educativo,06/07/2018,Barcelona,Asistido,532047,23/10/1949,H,zaragoza,284305.65,553164.61
76,881,16,Estrategias para acumular fondos,Seguro de Ahorro Educativo,06/07/2018,Barcelona,Invitacion aceptada,305762,14/09/1956,M,malaga,883966.48,1184389.88
77,881,16,Estrategias para acumular fondos,Seguro de Ahorro Educativo,06/07/2018,Barcelona,Invitacion enviada,349324,04/12/1932,H,Barcelona,403847.92,700728.75
78,881,16,Estrategias para acumular fondos,Seguro de Ahorro Educativo,06/07/2018,Barcelona,Invitacion enviada,430919,30/01/1932,M,MAD,169616.57,262326.11
79,881,16,Estrategias para acumular fondos,Seguro de Ahorro Educativo,06/07/2018,Barcelona,Asistido,444363,24/09/1986,H,VLC,98221.17,115344.21
80,881,16,Estrategias para acumular fondos,Seguro de Ahorro Educativo,06/07/2018,Barcelona,Invitacion enviada,580800,25/12/1968,M,Valencia,333900.29,644998.49
81,881,16,Estrategias para acumular fondos,Seguro de Ahorro Educativo,06/07/2018,Barcelona,Asistido,423939,02/03/1969,M,Valencia,480021.66,809249.44
82,881,16,Estrategias para acumular fondos,Seguro de Ahorro Educativo,06/07/2018,Barcelona,Invitacion aceptada,367627,12/03/1952,M,sevilla,436424.68,427863.53
83,881,16,Estrategias para acumular fondos,Seguro de Ahorro Educativo,06/07/2018,Barcelona,Invitacion aceptada,356047,07/05/1935,M,BIL,851269.81,1101799.06
84,881,16,Estrategias para acumular fondos,Seguro de Ahorro Educativo,06/07/2018,Barcelona,Asistido,511825,04/01/1970,H,barcelona,990629.63,1620800.81
85,881,16,Estrategias para acumular fondos,Seguro de Ahorro Educativo,06/07/2018,Barcelona,Invitacion aceptada,592248,22/04/1950,M,Barcelona,400403.25,464213.26
86,881,16,Estrategias para acumular fondos,Seguro de Ahorro Educativo,06/07/2018,Barcelona,Invitacion aceptada,558642,19/06/1962,H,sevilla,481691.89,648613.79
87,881,16,Estrategias para acumular fondos,Seguro de Ahorro Educativo,06/07/2018,Barcelona,Invitacion aceptada,307172,07/11/1995,H,Zaragoza,364894.96,550782.32
88,881,16,Estrategias para acumular fondos,Seguro de Ahorro Educativo,06/07/2018,Barcelona,Asistido,429407,16/04/1994,M,Sevilla,569499.09,637194.63
89,881,16,Estrategias para acumular fondos,Seguro de Ahorro Educativo,06/07/2018,Barcelona,Asistido,301772,28/10/1963,M,zaragoza,612741.46,1176898.81
90,881,16,Estrategias para acumular fondos,Seguro de Ahorro Educativo,06/07/2018,Barcelona,Asistido,511839,16/04/1990,M,BIL,713183.2,1247359.39
91,881,16,Estrategias para acumular fondos,Seguro de Ahorro Educativo,06/07/2018,Barcelona,Asistido,458164,08/04/1949,H,Barcelona,475241.2,858531.8
92,881,16,Estrategias para acumular fondos,Seguro de Ahorro Educativo,06/07/2018,Barcelona,Invitacion enviada,446685,13/08/2000,H,BIL,658576.02,561603.68
93,881,16,Estrategias para acumular fondos,Seguro de Ahorro Educativo,06/07/2018,Barcelona,Asistido,424609,16/03/1965,M,Málaga,733676.27,865064.06
94,685,10,Bienestar en cuerpo y mente,Plan de Ahorro Plus,26/02/2016,Sevilla,Invitacion aceptada,400237,21/10/1971,H,BIL,104623.0,185796.13
95,685,10,Bienestar en cuerpo y mente,Plan de Ahorro Plus,26/02/2016,Sevilla,Invitacion enviada,386736,25/05/1957,M,MAD,73324.92,75298.18
96,685,10,Bienestar en cuerpo y mente,Plan de Ahorro Plus,26/02/2016,Sevilla,Asistido,521788,01/10/1932,H,ZGZ,453724.04,656572.09
97,685,10,Bienestar en cuerpo y mente,Plan de Ahorro Plus,26/02/2016,Sevilla,Invitacion aceptada,599779,15/11/1997,M,BCN,629294.88,701807.02
98,685,10,Bienestar en cuerpo y mente,Plan de Ahorro Plus,26/02/2016,Sevilla,Asistido,519305,19/06/1945,H,Málaga,709428.79,1356012.86
99,685,10,Bienestar en cuerpo y mente,Plan de Ahorro Plus,26/02/2016,Sevilla,Invitacion enviada,320505,07/04/1972,H,BCN,140388.24,155426.9
100,685,10,Bienestar en cuerpo y mente,Plan de Ahorro Plus,26/02/2016,Sevilla,Invitacion aceptada,385018,04/10/1978,M,madrid,578454.57,694833.99
101,685,10,Bienestar en cuerpo y mente,Plan de Ahorro Plus,26/02/2016,Sevilla,Invitacion aceptada,573461,04/08/1934,M,SEV,747875.59,1183797.81
102,685,10,Bienestar en cuerpo y mente,Plan de Ahorro Plus,26/02/2016,Sevilla,Invitacion aceptada,538794,09/09/1930,M,sevilla,407004.88,369895.0
103,685,10,Bienestar en cuerpo y mente,Plan de Ahorro Plus,26/02/2016,Sevilla,Invitacion enviada,515959,13/07/1986,H,ZGZ,199682.76,369432.63
104,685,10,Bienestar en cuerpo y mente,Plan de Ahorro Plus,26/02/2016,Sevilla,Asistido,536635,03/11/1992,H,zaragoza,740292.9,1316096.91
105,685,10,Bienestar en cuerpo y mente,Plan de Ahorro Plus,26/02/2016,Sevilla,Asistido,518752,05/05/1947,H,Bilbao,655571.2,1270026.03
106,685,10,Bienestar en cuerpo y mente,Plan de Ahorro Plus,26/02/2016,Sevilla,Invitacion enviada,500397,21/04/2005,H,sevilla,935904.13,1023621.5
107,685,10,Bienestar en cuerpo y mente,Plan de Ahorro Plus,26/02/2016,Sevilla,Asistido,328310,14/09/1950,H,bilbao,192519.86,235013.03
108,685,10,Bienestar en cuerpo y mente,Plan de Ahorro Plus,26/02/2016,Sevilla,Asistido,513566,07/06/1947,H,sevilla,396296.4,498852.72
109,685,10,Bienestar en cuerpo y mente,Plan de Ahorro Plus,26/02/2016,Sevilla,Invitacion aceptada,302964,16/10/1945,H,ZGZ,544787.58,649571.84
110,685,10,Bienestar en cuerpo y mente,Plan de Ahorro Plus,26/02/2016,Sevilla,Asistido,447318,11/07/1980,H,Sevilla,984945.19,1190208.04
111,685,10,Bienestar en cuerpo y mente,Plan de Ahorro Plus,26/02/2016,Sevilla,Invitacion enviada,433159,05/11/1992,H,Barcelona,586288.49,704163.92
112,685,10,Bienestar en cuerpo y mente,Plan de Ahorro Plus,26/02/2016,Sevilla,Asistido,483751,23/11/2005,M,Málaga,260476.99,376240.42
113,685,10,Bienestar en cuerpo y mente,Plan de Ahorro Plus,26/02/2016,Sevilla,Invitacion aceptada,420194,18/01/1956,H,MAD,766162.58,1321718.83
114,685,10,Bienestar en cuerpo y mente,Plan de Ahorro Plus,26/02/2016,Sevilla,Invitacion enviada,399288,24/04/1977,M,MAD,854308.13,1278369.11
115,685,10,Bienestar en cuerpo y mente,Plan de Ahorro Plus,26/02/2016,Sevilla,Invitacion aceptada,575491,14/11/1959,H,Barcelona,608304.42,732761.46
116,685,10,Bienestar en cuerpo y mente,Plan de Ahorro Plus,26/02/2016,Sevilla,Invitacion enviada,441601,19/04/1951,H,madrid,334508.24,531307.14
117,685,10,Bienestar en cuerpo y mente,Plan de Ahorro Plus,26/02/2016,Sevilla,Invitacion aceptada,379797,30/03/1940,M,sevilla,943485.59,1654673.86
118,685,10,Bienestar en cuerpo y mente,Plan de Ahorro Plus,26/02/2016,Sevilla,Invitacion aceptada,444535,01/12/1967,M,Bilbao,884833.35,1146828.3
119,685,10,Bienestar en cuerpo y mente,Plan de Ahorro Plus,26/02/2016,Sevilla,Invitacion enviada,323686,25/08/1951,M,zaragoza,510107.71,999851.39
120,685,10,Bienestar en cuerpo y mente,Plan de Ahorro Plus,26/02/2016,Sevilla,Invitacion aceptada,544960,06/08/1981,H,Barcelona,365993.27,322353.73
121,685,10,Bienestar en cuerpo y mente,Plan de Ahorro Plus,26/02/2016,Sevilla,Asistido,459492,30/11/1958,H,zaragoza,651949.29,1000722.34
122,685,10,Bienestar en cuerpo y mente,Plan de Ahorro Plus,26/02/2016,Sevilla,Invitacion enviada,515616,12/11/1958,H,Valencia,749899.12,688268.49
123,685,10,Bienestar en cuerpo y mente,Plan de Ahorro Plus,26/02/2016,Sevilla,Invitacion aceptada,442757,09/06/1988,M,VLC,494328.53,830044.37
124,685,10,Bienestar en cuerpo y mente,Plan de Ahorro Plus,26/02/2016,Sevilla,Invitacion enviada,500305,25/12/1998,H,Málaga,321425.55,443334.65
125,685,10,Bienestar en cuerpo y mente,Plan de Ahorro Plus,26/02/2016,Sevilla,Invitacion enviada,474495,25/12/1990,H,Málaga,514179.79,525419.11
126,685,10,Bienestar en cuerpo y mente,Plan de Ahorro Plus,26/02/2016,Sevilla,Invitacion aceptada,571593,26/02/1957,M,madrid,522171.12,1036768.72
127,685,10,Bienestar en cuerpo y mente,Plan de Ahorro Plus,26/02/2016,Sevilla,Asistido,317325,27/07/1999,H,Madrid,335533.13,479858.12
128,685,10,Bienestar en cuerpo y mente,Plan de Ahorro Plus,26/02/2016,Sevilla,Invitacion aceptada,568086,28/10/1992,M,sevilla,179558.35,278797.64
129,685,10,Bienestar en cuerpo y mente,Plan de Ahorro Plus,26/02/2016,Sevilla,Invitacion enviada,379224,30/09/1997,H,bilbao,403144.82,367885.64
130,685,10,Bienestar en cuerpo y mente,Plan de Ahorro Plus,26/02/2016,Sevilla,Invitacion enviada,340092,22/09/1951,H,bilbao,992558.07,1426961.51
131,685,10,Bienestar en cuerpo y mente,Plan de Ahorro Plus,26/02/2016,Sevilla,Invitacion enviada,354530,19/08/1990,M,Bilbao,600327.83,1034739.96
132,685,10,Bienestar en cuerpo y mente,Plan de Ahorro Plus,26/02/2016,Sevilla,Asistido,398014,20/08/1992,H,ZGZ,228897.11,322276.51
133,685,10,Bienestar en cuerpo y mente,Plan de Ahorro Plus,26/02/2016,Sevilla,Invitacion enviada,519337,20/06/1942,M,Barcelona,214119.44,350235.34
134,685,10,Bienestar en cuerpo y mente,Plan de Ahorro Plus,26/02/2016,Sevilla,Invitacion aceptada,378958,21/05/1946,M,Madrid,655951.7,641108.03
135,685,10,Bienestar en cuerpo y mente,Plan de Ahorro Plus,26/02/2016,Sevilla,Invitacion enviada,354704,25/04/1999,H,Valencia,281509.37,512658.6
136,685,10,Bienestar en cuerpo y mente,Plan de Ahorro Plus,26/02/2016,Sevilla,Invitacion enviada,418052,24/08/1955,M,sevilla,226051.04,286067.36
137,685,10,Bienestar en cuerpo y mente,Plan de Ahorro Plus,26/02/2016,Sevilla,Invitacion aceptada,473226,02/01/1991,H,Málaga,114287.13,129266.41
138,685,10,Bienestar en cuerpo y mente,Plan de Ahorro Plus,26/02/2016,Sevilla,Invitacion aceptada,589562,23/09/1944,M,MLG,169636.53,293434.83
139,685,10,Bienestar en cuerpo y mente,Plan de Ahorro Plus,26/02/2016,Sevilla,Asistido,503181,21/02/1963,M,SEV,973514.38,1580599.76
140,685,10,Bienestar en cuerpo y mente,Plan de Ahorro Plus,26/02/2016,Sevilla,Invitacion aceptada,590881,22/04/1964,M,Zaragoza,188771.4,161484.92
141,685,10,Bienestar en cuerpo y mente,Plan de Ahorro Plus,26/02/2016,Sevilla,Asistido,439478,17/05/1930,M,Sevilla,271847.73,462336.6
142,685,10,Bienestar en cuerpo y mente,Plan de Ahorro Plus,26/02/2016,Sevilla,Invitacion enviada,576923,22/04/1983,M,barcelona,130921.63,222427.78
143,685,10,Bienestar en cuerpo y mente,Plan de Ahorro Plus,26/02/2016,Sevilla,Invitacion aceptada,536637,25/11/1982,H,MLG,645870.72,997421.57
144,685,10,Bienestar en cuerpo y mente,Plan de Ahorro Plus,26/02/2016,Sevilla,Asistido,421122,21/09/1966,M,MAD,477243.57,569261.23
145,685,10,Bienestar en cuerpo y mente,Plan de Ahorro Plus,26/02/2016,Sevilla,Asistido,553677,28/07/1940,H,valencia,59663.81,108899.49
146,685,10,Bienestar en cuerpo y mente,Plan de Ahorro Plus,26/02/2016,Sevilla,Asistido,507454,10/03/1938,M,BIL,469635.36,747192.31
147,685,10,Bienestar en cuerpo y mente,Plan de Ahorro Plus,26/02/2016,Sevilla,Asistido,413269,30/05/1938,M,sevilla,720943.87,998509.98
148,685,10,Bienestar en cuerpo y mente,Plan de Ahorro Plus,26/02/2016,Sevilla,Invitacion aceptada,333446,06/09/1958,H,malaga,424928.5,790943.81
149,685,10,Bienestar en cuerpo y mente,Plan de Ahorro Plus,26/02/2016,Sevilla,Asistido,380709,17/12/1999,H,Barcelona,446918.84,478807.34
150,685,10,Bienestar en cuerpo y mente,Plan de Ahorro Plus,26/02/2016,Sevilla,Asistido,577524,21/06/1970,H,BIL,126474.95,158211.83
151,685,10,Bienestar en cuerpo y mente,Plan de Ahorro Plus,26/02/2016,Sevilla,Invitacion enviada,556356,10/02/1999,M,bilbao,489061.04,846324.75
152,685,10,Bienestar en cuerpo y mente,Plan de Ahorro Plus,26/02/2016,Sevilla,Invitacion enviada,313434,07/03/1992,M,BIL,550929.99,609982.11
153,685,10,Bienestar en cuerpo y mente,Plan de Ahorro Plus,26/02/2016,Sevilla,Invitacion enviada,418320,27/01/1967,M,Barcelona,553197.82,815251.85
154,685,10,Bienestar en cuerpo y mente,Plan de Ahorro Plus,26/02/2016,Sevilla,Asistido,381614,22/02/1940,H,MLG,527780.5,1011117.45
155,685,10,Bienestar en cuerpo y mente,Plan de Ahorro Plus,26/02/2016,Sevilla,Invitacion aceptada,459355,25/11/1955,M,bilbao,281443.14,271212.92
156,685,10,Bienestar en cuerpo y mente,Plan de Ahorro Plus,26/02/2016,Sevilla,Invitacion enviada,318915,24/05/1980,H,Barcelona,72952.1,125716.25
157,685,10,Bienestar en cuerpo y mente,Plan de Ahorro Plus,26/02/2016,Sevilla,Invitacion aceptada,445784,27/08/1991,M,ZGZ,533858.36,971239.76
158,685,10,Bienestar en cuerpo y mente,Plan de Ahorro Plus,26/02/2016,Sevilla,Invitacion aceptada,323390,12/03/1957,H,barcelona,569329.69,1035003.47
159,685,10,Bienestar en cuerpo y mente,Plan de Ahorro Plus,26/02/2016,Sevilla,Invitacion enviada,527219,19/12/1932,M,malaga,712655.32,886305.07
160,685,10,Bienestar en cuerpo y mente,Plan de Ahorro Plus,26/02/2016,Sevilla,Invitacion enviada,485266,13/09/1949,H,zaragoza,999361.42,983421.71
161,1193,14,Gestión Activa vs. Pasiva,ProgramaMelodía Rewards,23/08/2023,Madrid,Asistido,400237,21/10/1971,H,BIL,104623.0,185796.13
162,1193,14,Gestión Activa vs. Pasiva,ProgramaMelodía Rewards,23/08/2023,Madrid,Invitacion aceptada,386736,25/05/1957,M,MAD,73324.92,75298.18
163,1193,14,Gestión Activa vs. Pasiva,ProgramaMelodía Rewards,23/08/2023,Madrid,Asistido,521788,01/10/1932,H,ZGZ,453724.04,656572.09
164,1193,14,Gestión Activa vs. Pasiva,ProgramaMelodía Rewards,23/08/2023,Madrid,Invitacion aceptada,599779,15/11/1997,M,BCN,629294.88,701807.02
165,1193,14,Gestión Activa vs. Pasiva,ProgramaMelodía Rewards,23/08/2023,Madrid,Invitacion aceptada,519305,19/06/1945,H,Málaga,709428.79,1356012.86
166,1193,14,Gestión Activa vs. Pasiva,ProgramaMelodía Rewards,23/08/2023,Madrid,Invitacion enviada,320505,07/04/1972,H,BCN,140388.24,155426.9
167,1193,14,Gestión Activa vs. Pasiva,ProgramaMelodía Rewards,23/08/2023,Madrid,Invitacion aceptada,385018,04/10/1978,M,madrid,578454.57,694833.99
